Function,KPSA_mean,KPSA_median,KPSA_std,KPSA_min,KPSA_max,PSO_mean,PSO_median,PSO_std,PSO_min,PSO_max,Crisis_mean
Ackley,0.4863083013803818,0.16133330448992966,0.5863623031256444,0.049384906058275835,2.427479376264565,3.255522474671813,2.27126786629024,4.11967753830543,0.008511770502373839,15.176399350133575,3.6333333333333333
Griewank,0.44497971956570737,0.4387615260989191,0.1366767931366276,0.23893191708009576,0.7163129797364055,6.054305833181574,0.01250318240377768,22.952832183350385,7.282306929812243e-05,90.51770426976675,3.2666666666666666
Levy,5.045728969191286,4.739047155200726,2.4792348609568355,1.0936379328658827,10.17205169532284,9.318833682097686,8.668924138276438,7.788121051567634,0.5448242615679184,29.42867247552743,2.466666666666667
Rastrigin,52.044766317986344,50.30581713041168,17.31799785488142,28.910486440951615,92.63581632639452,102.93972517761964,104.02037558583767,29.003099650951484,40.84930583302787,154.28379317650192,3.8333333333333335
Rosenbrock,92.13571708699511,74.66540089658398,44.77514526165289,5.952560973539587,185.18004612834545,24398.294826332032,1017.6006155159894,34480.414678436464,24.147143113260025,111043.48808185723,1.8
Schwefel,5861.376830589477,5779.312582426128,1203.9411056003778,3854.8683633071414,8193.791377643985,3784.6322622626917,3707.9953154537234,705.5762664971852,2518.8931560597084,5639.057903584232,3.8333333333333335
Sphere,0.12514818109310338,0.11767532454362925,0.04090935343828703,0.05917011674393485,0.2215802786509515,666.6690669640756,0.0007127780990306236,2537.080727650749,6.655396407962651e-05,10000.000334042214,3.2
