Function,KPSA Median,PSO Median,Better by Median
Sphere,0.11767532454362925,0.0007127780990306236,PSO
Rastrigin,50.30581713041168,104.02037558583767,KPSA
Ackley,0.16133330448992966,2.27126786629024,KPSA
Rosenbrock,74.66540089658398,1017.6006155159894,KPSA
Griewank,0.4387615260989191,0.01250318240377768,PSO
Schwefel,5779.312582426128,3707.9953154537234,PSO
Levy,4.739047155200726,8.668924138276438,KPSA
